system:index,GVI,MSR,NDGI,RDVI,SGI,estimateLAI,.geo
0_41,2.154850746268657,0.8390214789392755,0.03474903474903475,25.44430382202816,3.382,1.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_44,3.80241935483871,1.378646094873212,0.08178844056706652,37.0395792589541,5.657957244655582,1.715,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_51,2.063775510204082,1.2254386802578112,0.235618597320725,35.677853752078384,4.952577319587629,1.676,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_55,3.0604229607250755,1.0788322222729108,0.03115264797507788,35.91007567164406,4.321543408360129,1.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_98,2.005434782608696,1.0091033697560121,0.14641744548286603,22.396687125619685,4.036496350364963,1.594,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_106,2.9668246445497632,0.9035169091386143,-0.04524886877828054,32.11793576419271,3.6233766233766236,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_110,3.601145038167939,1.236531843904012,0.041749502982107355,35.86394095228667,5.0020746887966805,1.729,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_120,3.072056239015817,1.10884254760639,0.044036697247706424,33.713212404444675,4.447216890595009,1.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_133,3.4969818913480886,1.2932124911162866,0.07809110629067245,35.09439472840903,5.258823529411765,1.678,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_138,3.8243727598566304,1.4791366887408985,0.12048192771084337,28.48831384197923,6.146118721461187,1.681,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_154,3.3034825870646767,1.1262422071215095,0.02463891248937978,35.900888251083536,4.520905923344948,1.495,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_181,3.61993769470405,1.6637743485333563,0.21132075471698114,30.971999861386276,7.095693779904306,1.725,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_199,3.0650263620386644,0.9901297541507599,-0.013009540329575022,32.123343792805734,3.960616438356164,1.388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_204,1.8496583143507972,0.6323408777623801,-0.033571821684094665,26.6450562682774,2.6645367412140577,1.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_219,4.160320641282565,1.34817346666517,0.033126293995859216,38.220028070288265,5.5139186295503215,1.642,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_228,1.723756906077348,0.567096290774089,-0.051735428945645055,22.191313940693426,2.455790784557908,0.733,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_249,1.8552631578947367,0.5969388451702448,-0.056433408577878104,25.171102710771258,2.550213675213675,0.769,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_250,1.8154450261780104,0.5964266970494237,-0.04975124378109453,23.882356351670584,2.5485781990521326,0.68,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_265,3.129385964912281,0.9910325276890355,-0.02040816326530612,28.995510166900782,3.9642105263157896,1.312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_273,2.379396984924623,0.9589219428850887,0.06346025384101536,34.15630541563478,3.8373751783166905,1.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_283,2.7971014492753623,0.9415932047321011,-0.0036101083032490976,29.90432203915377,3.7697841726618706,1.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_288,3.731343283582089,1.442345954905009,0.11533888228299644,36.28550644010389,5.96505376344086,1.689,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_293,3.6312741312741315,1.2286484034060063,0.03496503496503497,35.69016177417856,4.966873706004141,1.737,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_315,3.4026465028355384,1.262450290875209,0.07520325203252033,35.516893341671626,5.118681318681318,1.542,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_331,1.5937149270482602,0.564638367271806,-0.02888283378746594,23.96034229872763,2.448093220338983,0.855,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_338,2.9161184210526314,1.1607006851899668,0.08765652951699464,34.797636063588776,4.6686274509803924,1.523,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_359,3.496551724137931,1.1453095210660094,0.011627906976744186,31.37584948844218,4.602352941176471,1.501,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_389,2.6814159292035398,0.8340887114906004,-0.04507042253521127,30.82415407382485,3.3638814016172507,0.946,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_398,3.5867237687366167,1.432514557371282,0.12665862484921592,35.571554130495706,5.917127071823204,1.605,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_407,3.0203389830508476,0.8972066360117074,-0.055244195356285025,31.114612364713796,3.599393019726859,1.223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_413,3.706329113924051,1.131955035604323,-0.017412935323383085,30.44713810352108,4.54523227383863,1.608,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_439,2.871468926553672,1.071114402195025,0.051224944320712694,36.155499143881215,4.289514866979656,1.772,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_445,4.041484716157205,1.494738398419735,0.10494571773220748,37.435735979919095,6.223719676549865,1.699,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_471,3.0140350877192983,1.2253945610567472,0.10465116279069768,24.6217789771576,4.9523809523809526,1.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_514,3.0159151193633953,1.1071029158413723,0.05013927576601671,38.5159889087279,4.439882697947214,1.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_519,2.863716814159292,0.9621641581227388,-0.0017667844522968198,30.815910884417544,3.8500881834215166,1.46,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_580,4.275547445255475,1.2968559914055289,0.0,39.95362606967169,5.275547445255475,1.587,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_581,1.9783236994219653,0.8802029013532794,0.08549019607843138,28.743768646544098,3.53516295025729,1.588,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_604,3.766528925619835,1.2273954122653312,0.020021074815595362,34.98589697310885,4.961290322580645,1.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_612,1.6396965865992414,0.5308279927654652,-0.059453032104637336,21.93102342617958,2.3434343434343434,0.828,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_618,2.5444743935309972,0.7652517509057538,-0.06431273644388398,30.301668834229588,3.1161137440758293,1.174,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_631,3.912280701754386,1.4975235258904445,0.11886586695747,39.131543564985854,6.237623762376238,1.742,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_637,2.0134228187919465,0.7994390151463231,0.03592120509849363,22.17295240808513,3.237980769230769,1.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_657,1.660049627791563,0.5208014692765173,-0.06982111944604731,21.960927085691107,2.3128371089536137,0.699,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_670,3.0164670658682633,1.2147090135332064,0.09958847736625515,37.583739320353814,4.904936014625228,1.744,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_676,1.8492239467849223,0.6898389140848767,0.0011098779134295228,28.349913214165586,2.8555555555555556,1.189,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_695,3.580299785867238,1.4443527436103674,0.1321212121212121,35.641391254055016,5.9748603351955305,1.724,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_710,2.635726795096322,1.029543697250103,0.062325581395348835,30.9487197766556,4.119047619047619,1.413,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_721,3.2558139534883717,1.421855614066333,0.15902964959568733,32.79910841173952,5.865384615384615,1.61,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_722,3.894117647058824,1.3512207898574322,0.060842433697347896,30.747837591275264,5.528239202657807,1.641,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_800,3.3656307129798906,1.0016771491416825,-0.04286964129483815,32.80489076203192,4.006711409395973,1.452,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_804,3.37984496124031,1.291490643234168,0.0904480135249366,39.4368965261245,5.25092936802974,1.67,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_820,3.338709677419355,1.5825223111530529,0.21172638436482086,31.846750497364397,6.669421487603306,1.692,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_822,3.3796680497925315,1.06510204702975,-0.01330603889457523,31.655862491557873,4.264646464646464,1.463,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_902,3.6905829596412554,1.175553188089904,0.0045045045045045045,32.77786324432172,4.733031674208145,1.609,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_907,2.8606965174129355,1.0860014067969557,0.05975395430579965,33.509628688029956,4.351401869158878,1.653,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_910,2.3308823529411766,0.8107039997382992,-0.007902735562310031,31.71767638411139,3.278648974668275,1.203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_920,2.309327036599764,0.9030099916773354,0.04503392967304133,33.9252125229927,3.6214470284237725,1.245,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_926,3.3928571428571432,1.6084967546747946,0.21535893155258765,31.850386342111562,6.804255319148936,1.708,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_927,3.224137931034483,1.2055885696630182,0.07046979865771812,37.56140350877193,4.864620938628159,1.261,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_951,3.447478991596639,1.2009983172818068,0.04271631982475356,33.242894801987006,4.844393592677346,1.591,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_952,2.990974729241877,1.1417602408907914,0.0694980694980695,33.3178383344583,4.587136929460581,1.317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_957,3.808139534883721,1.4391884485971527,0.10610932475884244,38.34074102518427,5.9496402877697845,1.723,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_967,2.656509695290859,0.9503934429064729,0.01977401129943503,33.70233864992021,3.804034582132565,1.671,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_990,2.637809187279152,1.2036633307907307,0.14343434343434344,32.81175025033769,4.856132075471698,1.582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1006,3.1623762376237625,0.9638942776903633,-0.0380952380952381,30.262976591410677,3.856880733944954,1.268,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1020,3.7357032457496135,1.0459209050515066,-0.06163886874546773,37.8499616852977,4.185792349726776,1.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1115,3.824399260628466,1.2108008615518049,0.0065116279069767444,37.024233862833285,4.887640449438202,1.674,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1183,3.4040178571428568,1.2876673164302386,0.08606060606060606,32.92296618058069,5.23342175066313,1.634,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1186,3.251386321626617,1.1621278287759675,0.04743465634075508,34.2169046175218,4.67479674796748,1.457,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1235,3.2603550295857993,1.2883102141894216,0.10277324632952692,28.131563050249195,5.236363636363636,1.528,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1281,3.541463414634146,1.4667726527309803,0.1452513966480447,33.41796145191199,6.084967320261438,1.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1283,2.7637130801687766,0.9042101407572122,-0.018633540372670808,19.1496740853387,3.6260162601626016,1.217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1297,3.1754385964912277,1.5026301953618402,0.2,31.851102863530304,6.2631578947368425,1.698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1314,2.15083135391924,0.8832927132685104,0.05911949685534591,32.665677046778534,3.5467914438502675,1.308,"{""type"":""MultiPoint"",""coordinates"":[]}"
